0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.16797e-07,2.83069e-07,5.63013e-07,1.05251e-06,1.90044e-06,3.33597e-06,5.70286e-06,9.50019e-06,1.54274e-05,2.44287e-05,3.77295e-05,5.68547e-05,8.36168e-05,0.000120063,0.000168371,0.000230697,0.000308969,0.000404657,0.000518534,0.000650471,0.000799289,0.000962711,0.00113743,0.0013193,0.00150362,0.0016855,0.00186022,0.00202364,0.00217246,0.0023044,0.00241827,0.00251396,0.00259223,0.00265456,0.00270287,0.00273931,0.00276607,0.0027852,0.0027985,0.0028075,0.00281343,0.00281723,0.00281959,0.00282103,0.00282187,0.00282235,0.00282262,0.00282276,0.00282282,0.00282282,0.00282276,0.00282262,0.00282235,0.00282187,0.00282103,0.00281959,0.00281723,0.00281343,0.0028075,0.0027985,0.0027852,0.00276607,0.00273931,0.00270287,0.00265456,0.00259223,0.00251396,0.00241827,0.0023044,0.00217246,0.00202364,0.00186022,0.0016855,0.00150362,0.0013193,0.00113743,0.000962711,0.000799289,0.000650471,0.000518534,0.000404657,0.000308969,0.000230697,0.000168371,0.000120063,8.36168e-05,5.68547e-05,3.77295e-05,2.44287e-05,1.54274e-05,9.50019e-06,5.70286e-06,3.33597e-06,1.90044e-06,1.05251e-06,5.63013e-07,2.83069e-07,1.16797e-07,0
0,2.83069e-07,6.85079e-07,1.36003e-06,2.53734e-06,4.57231e-06,8.01079e-06,1.36698e-05,2.27337e-05,3.68593e-05,5.82798e-05,8.98895e-05,0.000135285,0.000198734,0.000285053,0.00039936,0.000546709,0.000731619,0.000957523,0.00122622,0.00153737,0.0018882,0.00227334,0.00268503,0.0031135,0.00354772,0.00397619,0.00438788,0.00477302,0.00512385,0.005435,0.0057037,0.0059296,0.00611451,0.00626186,0.00637617,0.00646249,0.00652594,0.00657133,0.00660294,0.00662436,0.00663849,0.00664755,0.00665321,0.00665664,0.00665867,0.00665983,0.00666047,0.0066608,0.00666094,0.00666094,0.0066608,0.00666047,0.00665983,0.00665867,0.00665664,0.00665321,0.00664755,0.00663849,0.00662436,0.00660294,0.00657133,0.00652594,0.00646249,0.00637617,0.00626186,0.00611451,0.0059296,0.0057037,0.005435,0.00512385,0.00477302,0.00438788,0.00397619,0.00354772,0.0031135,0.00268503,0.00227334,0.0018882,0.00153737,0.00122622,0.000957523,0.000731619,0.000546709,0.00039936,0.000285053,0.000198734,0.000135285,8.98895e-05,5.82798e-05,3.68593e-05,2.27337e-05,1.36698e-05,8.01079e-06,4.57231e-06,2.53734e-06,1.36003e-06,6.85079e-07,2.83069e-07,0
0,5.63013e-07,1.36003e-06,2.69319e-06,5.01095e-06,9.00562e-06,1.57376e-05,2.67902e-05,4.44525e-05,7.19201e-05,0.000113491,0.000174725,0.000262516,0.000385032,0.000551473,0.000771598,0.00105503,0.00141034,0.00184404,0.00235948,0.00295599,0.0036282,0.00436584,0.00515409,0.00597433,0.00680554,0.00762579,0.00841403,0.00915167,0.00982388,0.0104204,0.0109358,0.0113695,0.0117248,0.0120083,0.0122284,0.0123948,0.0125174,0.0126051,0.0126664,0.012708,0.0127354,0.0127531,0.0127641,0.0127709,0.0127748,0.0127771,0.0127784,0.012779,0.0127793,0.0127793,0.012779,0.0127784,0.0127771,0.0127748,0.0127709,0.0127641,0.0127531,0.0127354,0.012708,0.0126664,0.0126051,0.0125174,0.0123948,0.0122284,0.0120083,0.0117248,0.0113695,0.0109358,0.0104204,0.00982388,0.00915167,0.00841403,0.00762579,0.00680554,0.00597433,0.00515409,0.00436584,0.0036282,0.00295599,0.00235948,0.00184404,0.00141034,0.00105503,0.000771598,0.000551473,0.000385032,0.000262516,0.000174725,0.000113491,7.19201e-05,4.44525e-05,2.67902e-05,1.57376e-05,9.00562e-06,5.01095e-06,2.69319e-06,1.36003e-06,5.63013e-07,0
0,1.05251e-06,2.53734e-06,5.01095e-06,9.2961e-06,1.66584e-05,2.90301e-05,4.92882e-05,8.1581e-05,0.000131686,0.000207354,0.000318591,0.000477777,0.000699553,0.00100037,0.00139766,0.00190856,0.00254831,0.00332841,0.00425476,0.00532603,0.00653253,0.00785588,0.00926955,0.0107403,0.0122306,0.0137014,0.0151151,0.0164384,0.0176449,0.0187162,0.0196426,0.0204227,0.0210624,0.0215733,0.0219706,0.0222714,0.0224932,0.0226524,0.0227636,0.0228393,0.0228894,0.0229217,0.0229419,0.0229543,0.0229616,0.0229658,0.0229682,0.0229694,0.0229699,0.0229699,0.0229694,0.0229682,0.0229658,0.0229616,0.0229543,0.0229419,0.0229217,0.0228894,0.0228393,0.0227636,0.0226524,0.0224932,0.0222714,0.0219706,0.0215733,0.0210624,0.0204227,0.0196426,0.0187162,0.0176449,0.0164384,0.0151151,0.0137014,0.0122306,0.0107403,0.00926955,0.00785588,0.00653253,0.00532603,0.00425476,0.00332841,0.00254831,0.00190856,0.00139766,0.00100037,0.000699553,0.000477777,0.000318591,0.000207354,0.000131686,8.1581e-05,4.92882e-05,2.90301e-05,1.66584e-05,9.2961e-06,5.01095e-06,2.53734e-06,1.05251e-06,0
0,1.90044e-06,4.57231e-06,9.00562e-06,1.66584e-05,2.97653e-05,5.17277e-05,8.75949e-05,0.000144629,0.000232916,0.000365964,0.00056116,0.000839982,0.00122778,0.00175297,0.0024456,0.00333517,0.00444783,0.00580325,0.00741139,0.00926976,0.0113615,0.0136547,0.0161037,0.0186511,0.0212321,0.0237795,0.0262285,0.0285217,0.0306135,0.0324718,0.03408,0.0354354,0.0365481,0.0374376,0.0381303,0.0386554,0.0390432,0.0393221,0.0395173,0.0396503,0.0397386,0.0397956,0.0398315,0.0398534,0.0398665,0.039874,0.0398782,0.0398804,0.0398813,0.0398813,0.0398804,0.0398782,0.039874,0.0398665,0.0398534,0.0398315,0.0397956,0.0397386,0.0396503,0.0395173,0.0393221,0.0390432,0.0386554,0.0381303,0.0374376,0.0365481,0.0354354,0.03408,0.0324718,0.0306135,0.0285217,0.0262285,0.0237795,0.0212321,0.0186511,0.0161037,0.0136547,0.0113615,0.00926976,0.00741139,0.00580325,0.00444783,0.00333517,0.0024456,0.00175297,0.00122778,0.000839982,0.00056116,0.000365964,0.000232916,0.000144629,8.75949e-05,5.17277e-05,2.97653e-05,1.66584e-05,9.00562e-06,4.57231e-06,1.90044e-06,0
0,3.33597e-06,8.01079e-06,1.57376e-05,2.90301e-05,5.17277e-05,8.96562e-05,0.00015144,0.000249452,0.000400837,0.000628498,0.000961862,0.0014372,0.00209723,0.00298977,0.00416528,0.00567315,0.00755713,0.00984994,0.012568,0.0157068,0.0192377,0.0231071,0.0272378,0.0315338,0.0358863,0.0401823,0.0443131,0.0481825,0.0517134,0.0548522,0.0575702,0.059863,0.061747,0.0632549,0.0644304,0.0653229,0.065983,0.0664583,0.0667917,0.0670193,0.0671707,0.0672687,0.0673305,0.0673684,0.067391,0.0674041,0.0674114,0.0674152,0.0674168,0.0674168,0.0674152,0.0674114,0.0674041,0.067391,0.0673684,0.0673305,0.0672687,0.0671707,0.0670193,0.0667917,0.0664583,0.065983,0.0653229,0.0644304,0.0632549,0.061747,0.059863,0.0575702,0.0548522,0.0517134,0.0481825,0.0443131,0.0401823,0.0358863,0.0315338,0.0272378,0.0231071,0.0192377,0.0157068,0.012568,0.00984994,0.00755713,0.00567315,0.00416528,0.00298977,0.00209723,0.0014372,0.000961862,0.000628498,0.000400837,0.000249452,0.00015144,8.96562e-05,5.17277e-05,2.90301e-05,1.57376e-05,8.01079e-06,3.33597e-06,0
0,5.70286e-06,1.36698e-05,2.67902e-05,4.92882e-05,8.75949e-05,0.00015144,0.000255191,0.000419406,0.000672512,0.0010524,0.00160766,0.00239805,0.00349384,0.00497356,0.00691986,0.00941357,0.012526,0.0163105,0.0207933,0.0259665,0.0317828,0.038154,0.0449536,0.0520238,0.0591867,0.0662569,0.0730565,0.0794277,0.085244,0.0904172,0.0949,0.0986845,0.101797,0.104291,0.106237,0.107717,0.108812,0.109603,0.110158,0.110538,0.110791,0.110955,0.111059,0.111123,0.111161,0.111183,0.111195,0.111202,0.111205,0.111205,0.111202,0.111195,0.111183,0.111161,0.111123,0.111059,0.110955,0.110791,0.110538,0.110158,0.109603,0.108812,0.107717,0.106237,0.104291,0.101797,0.0986845,0.0949,0.0904172,0.085244,0.0794277,0.0730565,0.0662569,0.0591867,0.0520238,0.0449536,0.038154,0.0317828,0.0259665,0.0207933,0.0163105,0.012526,0.00941357,0.00691986,0.00497356,0.00349384,0.00239805,0.00160766,0.0010524,0.000672512,0.000419406,0.000255191,0.00015144,8.75949e-05,4.92882e-05,2.67902e-05,1.36698e-05,5.70286e-06,0
0,9.50019e-06,2.27337e-05,4.44525e-05,8.1581e-05,0.000144629,0.000249452,0.000419406,0.000687837,0.00110075,0.00171935,0.00262196,0.00390476,0.00568062,0.00807545,0.0112216,0.0152482,0.0202689,0.0263684,0.033588,0.0419144,0.0512711,0.0615163,0.0724472,0.0838114,0.0953237,0.106688,0.117619,0.127864,0.137221,0.145547,0.152767,0.158866,0.163887,0.167913,0.17106,0.173454,0.17523,0.176513,0.177416,0.178034,0.178447,0.178716,0.178886,0.17899,0.179053,0.17909,0.17911,0.179121,0.179125,0.179125,0.179121,0.17911,0.17909,0.179053,0.17899,0.178886,0.178716,0.178447,0.178034,0.177416,0.176513,0.17523,0.173454,0.17106,0.167913,0.163887,0.158866,0.152767,0.145547,0.137221,0.127864,0.117619,0.106688,0.0953237,0.0838114,0.0724472,0.0615163,0.0512711,0.0419144,0.033588,0.0263684,0.0202689,0.0152482,0.0112216,0.00807545,0.00568062,0.00390476,0.00262196,0.00171935,0.00110075,0.000687837,0.000419406,0.000249452,0.000144629,8.1581e-05,4.44525e-05,2.27337e-05,9.50019e-06,0
0,1.54274e-05,3.68593e-05,7.19201e-05,0.000131686,0.000232916,0.000400837,0.000672512,0.00110075,0.00175826,0.0027416,0.00417409,0.00620692,0.00901723,0.0128023,0.0177691,0.0241194,0.0320303,0.041633,0.0529914,0.0660833,0.080788,0.0968831,0.114051,0.131896,0.149973,0.167819,0.184986,0.201081,0.215786,0.228878,0.240236,0.249839,0.25775,0.2641,0.269067,0.272852,0.275662,0.277695,0.279128,0.280111,0.280769,0.281197,0.281468,0.281636,0.281737,0.281796,0.281829,0.281846,0.281853,0.281853,0.281846,0.281829,0.281796,0.281737,0.281636,0.281468,0.281197,0.280769,0.280111,0.279128,0.277695,0.275662,0.272852,0.269067,0.2641,0.25775,0.249839,0.240236,0.228878,0.215786,0.201081,0.184986,0.167819,0.149973,0.131896,0.114051,0.0968831,0.080788,0.0660833,0.0529914,0.041633,0.0320303,0.0241194,0.0177691,0.0128023,0.00901723,0.00620692,0.00417409,0.0027416,0.00175826,0.00110075,0.000672512,0.000400837,0.000232916,0.000131686,7.19201e-05,3.68593e-05,1.54274e-05,0
